1077933.979,180974.8547,,,,
494197.9591,84930.32197,,,,
481161.687,82515.51194,,,,
697512.2185,101965.0223,,,,
608033.9543,99160.82147,,,,
296287.4672,44614.67266,,,,
818775.7725,119054.9927,,,,
578740.7879,81044.73388,,,,
175220.0343,27063.05676,,,,
514068.7486,67967.84869,,,,
494418.9377,64486.91867,,,,
450631.0048,50242.94844,,,,
561350.8622,91930.39786,,,,
250259.0429,39388.95867,,,,
182139.6819,29107.606,,,,
225025.9634,25421.93705,,,,
439030.1851,67164.70163,,,,
405530.6113,60760.80251,,,,
