98.1,-0.2,1.7,0.4
101.0,0.1,-0.9,-0.2
104.3,-7.3,-0.8,3.9
97.9,3.6,-3.7,2.3
104.4,-7.7,0.5,2.8
97.8,-5.9,4.4,3.6
96.2,-2.8,-2.9,9.5
95.4,1.4,2.1,1.1
90.4,-6.7,0.0,16.3
104.2,-4.6,-0.4,0.8
96.6,1.2,-0.0,2.3
105.5,-9.3,2.3,1.5
102.3,-3.7,-2.0,3.5
